well_id,n,anchor_rmse,pf_rmse,best_cand
5b7b6324,6564,17.673226229685234,5.447811433088862,0
5bd25f59,4210,4.338412715856817,5.9498985777097655,0
5beded95,3057,16.64432832796459,3.1183170852215785,0
5cb483ac,3852,6.114075023717169,4.999177214763507,0
5cdd8dbc,4010,17.231660513857207,2.0998798122818823,0
5d11dfb5,5895,9.758377072411292,7.515635497706342,1
5d7198fd,3368,13.36645546990557,2.2538704676537997,0
5def1ce5,6443,8.052417616706911,7.1803301267103015,0
5eae34a8,4904,7.397484649492449,6.382311314962815,0
5f4d2a52,5225,56.914917258531396,43.644902511706164,0
5f6756c5,5931,8.573813859683462,6.637350399401318,2
5f75f796,5562,9.239915906257119,15.32791058425545,0
5fb1c15f,2860,18.291082508578185,1.5748606877598967,0
5fffa282,4201,5.318148657346763,11.725966561732223,1
60e37807,2699,20.874268055180604,5.893558422224627,0
61f27424,6220,2.8150009994687166,4.681347371336292,0
62569ae3,3588,8.163464251076302,7.871667345632405,0
62a6f539,3693,7.864940463331049,3.7275644786047195,0
633774dc,6233,14.212429924790966,9.186499246599183,1
63559d57,4069,5.894220519880757,6.698228985682524,0
647f2a41,3881,6.546227092935274,3.9227100385706986,1
65156b96,3221,6.076781706471203,5.419210913076465,0
653612bc,4605,2.8332405605306503,10.741568057129244,0
656a067b,3051,14.667037832749068,5.755064697550216,1
65a5466a,4683,11.991020361693243,12.689001724454508,0
660d9546,4732,9.433757519583331,3.243829242216885,0
6767c111,6783,17.475154063370617,16.512904620011245,0
67847288,7429,11.461290028070946,11.385015740539535,0
67a8da4a,4911,14.48691836331104,7.134201418395066,0
684a6fc1,9818,24.030978453294004,5.942236580659539,0
698930d1,4741,10.389172214568049,4.279282680903058,1
699ea575,4120,10.392889600471305,5.634732998280429,0
69c1bdad,2714,9.789958199101882,11.162811769774185,0
69e41fa6,5772,5.861732687565972,6.944837099649696,0
6a0ff78e,6465,11.350827388917207,5.416721235293105,1
6a8fa194,3017,8.348329338921092,16.84612418697687,0
6ae68655,4204,5.259877371830794,8.766269771664135,0
6d1d74e1,5830,11.887571200184345,25.842839119333963,0
6d590e26,6096,8.629685403348205,6.986050993035554,2
6d6d93af,3595,32.195372520142506,6.834345882840865,0
6dbe4b60,4648,8.699464045404161,7.162848358550754,0
6e6d122c,5632,9.11700946941914,5.819612366600374,0
6e9ccd38,8282,12.23949279951463,2.6811759703499534,0
6ea22614,5971,6.4753183432909225,4.25825729071452,2
6ede926a,4938,7.686767373145472,4.344558194711111,0
708caea9,6548,34.916458237909005,37.72866988350251,1
70925e23,5947,14.784803005082047,28.854740460239025,0
70e1788b,9285,7.159206283115686,24.139869525307425,1
71642c7d,4648,11.901230993511438,3.3785835547870695,0
71ccf778,2698,5.388651839136806,4.237309375422037,2
7224331b,6063,4.338260107312621,11.162003078386569,0
722cf0d8,5143,11.127293106426961,4.348573018588128,2
7256229b,5415,6.6453924693055635,9.59921102629927,0
726f3dc2,6723,6.931383638655225,3.9794605709400273,0
7271dd80,4340,8.313957865645467,4.318958455507789,1
727a3a10,4397,12.36395803493887,5.299166818989417,0
729665c0,4263,8.662513145164612,3.1117187249267486,0
729e9750,5919,8.825983755646552,2.849678055600532,0
729f4217,6195,16.25171177822061,3.3376667158465474,0
72dd8501,5193,6.0720820352358595,1.716032446534149,0
73348914,4221,10.691729206195715,19.211088268643344,0
739a914f,5505,13.540022100878758,5.412838013296275,1
73b1447d,5670,13.404843871674935,6.700088752021317,2
74b6186b,3405,9.007196786463387,4.5888227107108195,2
75c20ec7,5361,11.054465755153933,5.023870522245145,1
75cd5f11,4946,5.260066074409697,3.85891191449689,0
75d20a82,5067,17.230705080539593,6.2243609846517245,0
76201745,4448,7.881811891978768,5.56336190475567,0
764072a5,2949,6.358306065218297,10.15967107195594,0
77b0d905,4174,13.048365351893997,6.291058704863549,1
77e4821c,5393,19.218605395377665,6.097112019212746,0
7850c72e,5497,12.350659981673207,17.120041185491374,2
78a4a386,5119,5.866186376682608,4.645080681360596,0
79507629,5302,12.57032003546627,4.6644990383535285,2
796dbd4c,6248,4.867507118040292,9.625137718149933,2
7987f2f2,3705,12.030471815010397,33.800449540540775,2
7993a768,5487,8.94458476658435,4.124471486525411,0
7a5660b0,4998,13.453411559639392,9.982351164932577,0
7acda2df,3091,13.841227690699123,2.5400491218693575,0
7b2c7b3c,2584,6.17273385674935,3.6422618356096685,0
7b38844c,3749,7.388349907150671,8.959088470070135,0
7bb17b96,3922,17.009046194531738,5.314590877111916,0
7c607683,5328,16.864753655466934,4.933819827578495,1
7cbbd047,5121,12.532698729088267,4.4449434239160475,0
7cd4bb31,6439,5.9143797077311655,6.000572087047464,1
7d50373e,5122,14.288140886490114,3.064802310107619,0
7d57c75d,4405,14.198113996829493,14.121109689702196,1
7e208414,4226,6.381931414565357,8.012711414356927,0
7e721392,6174,40.331826473951956,8.970712327996424,0
7ff89f8f,7337,14.155555516103233,11.920448667904356,1
