well_id,n_rows,lgbm_rmse,anchor_rmse,anchor_wins_by,mean_pred_delta
5663b2b7,4972,14.623515396196243,16.28409405856329,1.6605786623670475,-0.7629164350791098
5693dde2,3488,5.8927318434532445,6.95783505375875,1.0651032103055051,-1.4088652853348127
56b00794,6065,29.963243599619318,29.944728017238926,-0.01851558238039175,1.6462148666889707
57796579,5890,11.718284487465127,12.813078334954168,1.0947938474890417,-0.7172485018597536
577eec7c,4539,11.997950661619942,18.875287599886814,6.877336938266872,8.493184394248992
57f05c51,4771,18.77811452092885,36.3244551404309,17.54634061950205,20.19794661205352
58850d2c,4995,15.56337243493337,14.887955622671049,-0.6754168122623216,0.45592167092048563
58fa8486,4475,11.105097135953246,11.865701003853058,0.7606038678998122,-0.3188361561950927
591cc951,4609,4.063764710182748,15.021994805073081,10.958230094890332,-12.694107369391954
593876b6,4842,7.958368982116968,12.278386863654298,4.320017881537329,15.115168668059066
59f8b2e8,3747,7.794345867732074,6.235385931133263,-1.5589599365988107,-8.096410895521412
5a1a8fd8,5260,10.238363395333225,13.165282167987698,2.9269187726544725,-1.7309357995018355
5a5269a9,6513,6.440011125187298,5.863105043604518,-0.5769060815827798,-3.5334295326585
5a5d1982,3894,4.733818794246077,7.106652935637849,2.372834141391772,-0.30642920671688334
5a63b5d1,6217,9.138498459905286,19.44924550712061,10.310747047215326,-11.648270370160207
5aa03df7,4871,4.73757824140801,6.58601427636249,1.8484360349544797,0.7220130311909136
5aa403d0,3118,18.752953412171106,25.684478606280763,6.931525194109657,7.575695895753434
5aef5c6c,3121,7.94138092045397,10.926258823623487,2.984877903169517,-3.5659241619048894
5b7b6324,6564,15.084383700383976,17.673226229685234,2.5888425293012585,2.3368627535303137
5bd25f59,4210,7.432966260924517,4.338412715856817,-3.0945535450676998,-8.330616896405932
5beded95,3057,12.322430465999672,16.64432832796459,4.321897861964919,-3.8905378717024193
5cb483ac,3852,9.327592073787889,6.114075023717169,-3.2135170500707195,-5.681702883061644
5cdd8dbc,4010,9.758248750425656,17.231660513857207,7.473411763431551,7.2927445270098925
5d11dfb5,5895,12.41593197245313,9.758377072411292,-2.6575549000418377,-8.432925211219485
5d7198fd,3368,7.112612490181648,13.36645546990557,6.253842979723923,-7.327158319678043
5def1ce5,6443,6.4094579566556495,8.052417616706911,1.642959660051262,0.004200380684155994
5eae34a8,4904,6.238073286975849,7.397484649492449,1.1594113625165994,-1.476792921031686
5f4d2a52,5225,39.260982080142945,56.914917258531396,17.65393517838845,17.286659280326234
5f6756c5,5931,6.016372807890437,8.573813859683462,2.557441051793025,1.6223836062772818
5f75f796,5562,9.885147785783616,9.239915906257119,-0.6452318795264969,0.4892686947627371
5fb1c15f,2860,13.654655738949591,18.291082508578185,4.636426769628594,5.435122187752764
5fffa282,4201,2.215680249163984,5.318148657346763,3.1024684081827787,-4.074295691092169
60e37807,2699,22.47807079132435,20.874268055180604,-1.603802736143745,-2.706670006964004
61f27424,6220,3.75363899834119,2.8150009994687166,-0.9386379988724736,2.4640129139360627
62569ae3,3588,4.764260808426379,8.163464251076302,3.399203442649923,-2.275300001912049
62a6f539,3693,6.47188596551158,7.864940463331049,1.3930544978194686,0.0772950726337789
633774dc,6233,14.477107397269243,14.212429924790966,-0.26467747247827766,-1.5419126437514477
63559d57,4069,5.635757458065329,5.894220519880757,0.2584630618154282,8.136554455955158
647f2a41,3881,9.802118382384535,6.546227092935274,-3.255891289449261,4.0717094220223355
65156b96,3221,11.072052515611706,6.076781706471203,-4.995270809140503,10.127245589717738
653612bc,4605,5.944670346233408,2.8332405605306503,-3.1114297857027573,7.619519695954813
656a067b,3051,10.259766145040993,14.667037832749068,4.407271687708075,8.377669288526494
65a5466a,4683,18.75110549893482,11.991020361693243,-6.7600851372415764,21.26874252326825
660d9546,4732,5.490377990829954,9.433757519583331,3.9433795287533773,-5.815365846306141
6767c111,6783,11.768555641870284,17.475154063370617,5.706598421500333,20.84337328136294
67847288,7429,7.0952143036843385,11.461290028070946,4.366075724386608,-5.189934611618151
67a8da4a,4911,7.221256652475814,14.48691836331104,7.265661710835225,8.101745918423644
684a6fc1,9818,9.928291875330698,24.030978453294004,14.102686577963306,15.635913741383275
698930d1,4741,7.293345181139572,10.389172214568049,3.0958270334284768,0.04698816417655301
699ea575,4120,6.577605023634637,10.392889600471305,3.8152845768366683,10.088642248214565
69c1bdad,2714,7.295987180659291,9.789958199101882,2.4939710184425907,6.45820309198069
