well_id,fold,n_rows,rmse_e8,mae_e8,rmse_e9b,mae_e9b,d_rmse,d_mae,tw_known_gr_corr,n_known_gr,tw_group_size,shares_typewell
ea3a0e38,0,10052,9.183045211403103,7.465763522257147,8.800430677519188,6.9964581764253175,-0.3826145338839151,-0.46930534583182926,0.9300942598843153,1073,1,False
ea41324e,3,5025,4.478868930492674,3.720475491876019,4.015603906539858,3.225425413869955,-0.46326502395281643,-0.4950500780060638,0.8373724483561954,1404,1,False
eabc711b,2,5348,16.632990080766454,11.779204202769396,16.88429509531821,11.96537692800057,0.2513050145517539,0.18617272523117379,0.7292738347668546,1276,1,False
eac10e86,2,6067,11.317947484071453,10.625803838243066,4.153309102925161,3.5052997049572077,-7.164638381146292,-7.120504133285857,0.8179193738417694,1246,1,False
eafb863e,0,3568,6.203764760658729,4.592674381918632,4.198227824207991,2.8467515269192476,-2.0055369364507385,-1.7459228549993848,0.707922793992885,1272,1,False
eb06a4e7,2,4535,7.496388159544094,5.79646366517922,11.808051263477706,8.535752516695931,4.311663103933612,2.7392888515167106,0.8202395177503005,1767,1,False
eb640a35,3,6037,10.32921631753036,9.448226352654217,11.401779084966718,10.431407930849492,1.0725627674363576,0.9831815781952749,0.9344203908065185,1085,1,False
eb934281,2,5971,6.030555765783428,5.593813845165597,4.8681743898909415,4.302371175811457,-1.1623813758924868,-1.29144266935414,0.9539783155638201,1650,1,False
eba6605e,3,4410,14.902676110670448,13.550147742325224,14.477653592240088,13.431622315408607,-0.4250225184303602,-0.1185254269166176,0.8532941286051637,1119,1,False
ebe69318,0,4976,5.020745365503498,4.184118617595304,4.512510104410079,3.53706108759618,-0.5082352610934198,-0.6470575299991235,0.7707095786602151,1507,1,False
ec0d597b,2,4616,13.076688929796045,10.709960318728244,13.367064703946687,11.535517011211915,0.2903757741506414,0.825556692483671,0.9328976010892125,1684,1,False
